TITLE,NAME,COMMENT,LABEL,CONFIDENCE
XR18 Probably simple answer but gotta ask,Rikdo,"Hello everyone, Within the XR18 mixer is it true that anything that I choose to be Post Fader is ""ALWAYS"" refering to being Post the LR fader?  Thank you ",,
FCB1010 Firware,Maax555,I was under the impression there was a firmware update for the FCB1010? Can someone please advise latest release adn where I can download it? I am refering to Behringer official firmware not the Uno release. thanks&...,awareness,0.533
Behringer ODYSSEY and CRAVE Live Funky Jam | Moot Booxlé,Anonymous,"Moot Booxlé has just published a new video featuring both the Behringer ODYSSEY and Crave.  ""Totally improvised, no preparation beforehand (except for the initial drum loop and sequence)! Having fun playing and...",awareness,0.537
Behringer Neutron--External audio,BDKAUFF,"Hey all, I'm having trouble routing external audio into my Neutron. I've followed the manual and have the VCA biais turned all the way up. I've got line level signal going into the audio input of the Behringer. Stil...",,
Pre-Amp Pedal Tube Power Amp Hybrid Design Suggestion,JohnButts,"I've owned several Bugeral amps and still retain a 6262, 333XL combo and 1990. All excellent amps in their own right. But, all of those amps are super loud for home use and now many stage venues prefer that those ""beasts...",awareness,0.384
Voicetone H1 distortion,JohnnyMac,"I'm not getting a red ""clipping"" light on my Voicetone H1 (just lighting up the green with singing) but the vocal signal is occasionally distorted. What am I setting wrong?",awareness,0.622
missing the rubber under pedal,SavageVinz,"Hi folks !!I need you ! I lost one of the two rubber stripes of my tc electronics ditto x2. Well, as a lot of pedals, my loop one got two rubber tape that I was supposed to stick after my first use. Unfortunately I lost ...",,
Looking for a drummer,FrankieJohnson,,,
Question about inserts impedance,omar9412,"Hello everyone, few days ago I bought the UMC204HD audio interface. I saw in the manual that the inserts impedance is (100ohms send and 10kOhm return)I would like to know if I'm understanding that specification in the ri...",consideration,0.477
Vocal Performer VE,rubenstolp,"Hey People, I was wondering why it is that the TC Helicon Perform VE doesn't stop morphing after I disable the button. When I turn morph off completely it just keeps taking the midi input and creating voices. This f...",,
Using a voice processor,grjmmr,I am playing in a 70's glam band and as I grow older my voice can no longer hit the high notes that I used to be able to do. Can anyone recommend a voice processor that can do octaves with having a guitar input?,consideration,0.491
Flashback 2 Delay - Transfer to pedal issue,Zan,"Hello, could anyone help me with Toneprint Editor? I've made two custom toneprints but after sent them to pedal (successfully and one by one), it doesn't work? all 3 slots sounds the same, what could be? Pedal must ...",,
Behringer XR18 / Behringer FCB 1010,PieterLauwers,"First of all, I am not a native English speaker. I read some threads on “ my problem”, but sometimes the answer are too technical.   The problem: - I play electro acoustic hurdy gurdy (yes, does exist!) through a Be...",awareness,0.285
Behringer Neutron,Burnart,I have my Neutron in a eurorack case along with  some other modules including a PGH Lifeforms SV1. I like the sounds I get from the Neutron but I have one complaint. Compared to other gear it is extremely low volume...,decision,0.3
Vl3x,Oldfart13,Why does the clip light flash twice when changing to a preset with steps,awareness,0.569
Vl3x clip light,Oldfart13,"Why does the clip light flash twice, when changing to a preset with steps ",awareness,0.569
Voicelive 3 Wah Settings,RickMorin,"Hi all,I'm new to this site. I tried finding a solution here and in the manuals to no avail. Here's the situation:- Yamaha volume pedal plugged into the expression port of the VL3 (has a stereo plug).- I calibrated it an...",awareness,0.271
Vl3x interference,Oldfart13,Any one experance any funky sounds come out of it .. anything it should be and what was the problem,decision,0.29
"Issue with sending TonePrint, with phone",JohnW63,"I hadn't used my Flashback Mini in a while, and when I did, it took a bit to load and now the interface is a little different and it has a ""wizard"" to show me HOW to use it. I never needed that. The issue is that some of...",,
Vl3x,Oldfart13,"When my NP light flashes so does my clip light only those 2, any ideas why",awareness,0.629
Vl3x stange noise,Oldfart13,Any else ever had the vl3x make funky sounds like alien machine gun fire and then a reverberated pop in the speaker... only way I can explain it . Ideas what it could be,awareness,0.588
Switcher with Tone print loader,guitargeartips,"I have Quintessence, Viscous Vibe, mini corona, mini vortex, mini flashback, mini hof, hof2 and will be getting a corona soon. I want to be able switch these on and off using a switcher and I want the switcher to be...",,
Booster+ Line Driver Distortion power supply jack replacemen...,BillC,"Hi, I need to replace the power supply jack on a 1980s Booster+ Line Driver Distortion. I think the part is a Cliff CL1382, available from Newark Electronics, but I want to make sure that is the correct part be...",awareness,0.722
Brainwaves Whammy,gcvrsa,"You guys did this just for me, didn't you? I can't wait to get the Brainwaves! This sounds like exactly the toneprint I'd have written myself. I just posted a bunch of stuff for sale on Reverb so I can afford the Brainw...",awareness,0.358
Pipeline Tremolo malfunction,Bucko,"I just purchased a Pipeline Tremolo and is doesnt work. The Volume knob and the Subdivision knob do nothing.  Does anyone know where the firmware is hidden on TCE's website? I'm rather pissed about this, support has...",awareness,0.427
Ditto X2 Looper,Talbotair,"I just hooked up my X2 for the first time and I can't figure out how to loop with it.  When I hit the ""record"" button all I get is a sine wave sound and it won't let me loop.  Has anyone had any issues with thi...",awareness,0.728
Bassplayer looking for singer & gitarist in Waloon Braba...,DIRRE,"Bassplayer looking for singer & gitarist for acoustic trio, to rearrange covers High level requested Marc",awareness,0.642
Spectra comp - Tone print library,vaal,"Hello everyone, I have a small enquiry regarding the toneprints samples listed on this page:https://www.tcelectronic.com/toneprints/p/P0DDP#googtrans(en|en) I use the latest versions of the android app and wind...",awareness,0.476
Repair FX150 Voice Solo Driver after a fall,RPguitarman123,Anybody ever drop their FX150 Voice Solo and then have no output sound or distorted sound?I have done this twice but it is easy to repair.  The problem is finding the driver.  Ten minutes with the proprietary s...,awareness,0.387
Ditto X4 Input levels?,chameleon1,"Hello,I want to have the signals of my dry guitar sound and loops from the Ditto X4 separated. And having only my guitar sound coming out of my Amp and the loops coming from the PA Speakers through a mixer. I tried ...",awareness,0.52
Sticky Posts,Fugubot,"There will be common questions. Please consider having sticky posts linked in this forum. One could be a link to Behringer synth product pages, firmware and manuals. Another for the Neutron would simply be “why you don't...",awareness,0.86
Polytune 3 - terrible pass through sound quality,camdenyoung,"Hey all, Just want to check in with others using the polytune 3.  When it's in line (in either buffered or true bypass mode) the unit is hugely affecting the tonal quality of my guitar.  It looses all top ...",awareness,0.562
Your Favorite TC Electronic Pedal?,MarcPautz,"Hi Folk!!  I'm loving my 3D Dimension Chorus!  And the Hall of Fame .. and, and ...  https://youtu.be/mWT9MX-9nkc https://youtu.be/OPCd6IzeTFs    ",awareness,0.65
Polytune3 firmware status,lwpweb,"hello, does anyone experienced how to read the actual firmware status of the polytune3?",awareness,0.359
Corona Chorus light doesn't blink and switch causes weir...,slegge55,"Hi --I have a Corona Chorus. When I send tone prints to the pedal via the TonePrint Mac application or iPhone App, the light doesn't blink to indicate it received the tone print.Is there a way to fix this?Also, regardin...",awareness,0.295
"Corona Chorus, what are default DIP switch settings?",slegge55,"I bought a used Corona Chorus.I read in the manual about the two DIP switches inside.I removed the back and the top switch is to the right, and the bottom switch is to the left.Can anyone tell me, what are the default sw...",,
Help a newbie - G System w/ Mesa Amps,Dan_RS,"Hey everyone,After an unfortunately experience with the G System a few years back when I purchased one which turned out to be broken, I've decided to try again. With a month long tour looming, the idea of a fairly compli...",,
Flashback 2 tap tempo with JHS red remote,DavidN123,Hi guysI have the flashback 2 and am trying to set up the tap tempo feature. I also have a JHS red remote and am wondering can I use that as the external foot switch? I'm not having any luck with it but would rather see ...,consideration,0.489
